"max_pca1" "max_pca2" "max_pca3" "max_pca5" "max_pca10" "max_pca20" "max_pca40" "min_pca1" "min_pca2" "min_pca3" "min_pca5" "min_pca10" "min_pca20" "min_pca40" "tpca0.8" "tpca0.9" "tpca0.95" "tpca0.99" "tpca0.995" "tpca0.999"
"1" 955 704 955 955 955 955 955 955 955 955 955 955 955 189 163 165 165 167 167 167
"2" 119 57 95 98 94 955 955 955 955 955 955 955 955 185 164 163 163 166 166 166
"3" 727 625 955 955 955 955 955 955 955 955 199 955 955 198 161 164 164 165 165 165
"4" 199 48 620 630 955 245 237 955 955 955 955 202 198 185 163 167 167 170 170 170
"5" 59 49 64 73 86 91 195 955 955 955 955 955 955 188 164 165 165 167 167 167
"6" 955 167 955 955 955 955 955 955 955 955 955 955 200 187 165 163 163 165 165 165
"7" 182 136 955 955 955 955 955 955 955 955 955 955 955 190 160 160 160 162 162 162
"8" 436 955 955 955 955 955 955 955 955 955 955 955 955 193 168 167 167 169 169 169
"9" 43 33 43 82 100 107 127 955 955 955 955 955 955 284 165 167 166 170 170 170
"10" 131 74 132 955 134 955 955 955 955 955 955 955 955 224 170 169 169 172 172 172
"11" 224 231 249 955 955 955 955 955 955 955 955 955 955 197 166 165 165 169 169 169
"12" 618 722 955 955 955 955 955 955 955 955 955 955 955 190 172 168 168 171 171 171
"13" 955 692 955 955 955 955 955 955 955 955 955 955 955 193 165 163 163 164 164 164
"14" 179 90 519 534 536 529 550 955 955 955 955 955 955 201 172 172 172 173 173 173
"15" 192 50 593 606 686 955 955 955 955 955 955 955 955 193 163 164 164 165 165 165
"16" 674 669 955 955 955 955 955 955 955 955 955 955 199 189 166 166 166 168 168 168
"17" 45 75 955 955 955 955 955 955 955 955 955 955 955 189 163 163 162 164 164 164
"18" 379 955 955 955 955 955 955 955 955 955 955 955 955 185 159 160 160 162 162 162
"19" 458 456 955 955 955 955 955 955 955 955 955 955 955 199 168 169 168 170 170 170
"20" 118 45 121 130 189 196 955 955 955 955 955 955 955 201 169 167 167 169 169 169
"21" 297 273 310 321 955 955 955 955 955 955 955 955 955 192 165 167 167 169 169 169
"22" 836 84 955 955 955 955 955 955 955 955 955 955 199 187 166 164 164 165 165 165
"23" 65 49 62 70 77 95 133 955 955 955 955 955 955 199 168 169 169 171 171 171
"24" 955 797 833 955 955 955 955 955 955 955 188 955 955 189 153 157 158 160 160 160
"25" 955 150 955 955 955 955 955 955 955 955 955 955 955 193 162 163 163 166 166 166
"26" 40 41 109 112 125 130 955 173 195 192 183 191 197 179 158 161 160 162 162 162
"27" 149 138 955 955 955 955 955 955 955 955 955 955 955 353 166 167 167 170 170 170
"28" 904 131 955 955 955 955 955 955 955 955 955 955 955 189 169 169 169 171 171 171
"29" 131 91 141 955 850 955 955 955 955 955 955 955 955 186 166 165 165 166 166 166
"30" 955 82 108 955 178 172 169 955 955 955 955 955 955 197 164 164 164 165 165 165
"31" 72 34 77 84 89 100 955 955 955 955 955 955 955 196 163 165 164 170 170 170
