"max_pca1" "max_pca2" "max_pca3" "max_pca5" "max_pca10" "max_pca20" "max_pca40" "min_pca1" "min_pca2" "min_pca3" "min_pca5" "min_pca10" "min_pca20" "min_pca40" "tpca0.8" "tpca0.9" "tpca0.95" "tpca0.99" "tpca0.995" "tpca0.999"
"1" 468 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 176 178 180
"2" 119 57 95 98 94 955 955 955 955 955 955 955 955 955 955 955 955 185 186 188
"3" 523 710 768 774 783 792 955 955 955 955 955 955 955 319 955 955 955 191 191 191
"4" 196 48 606 604 955 225 225 955 955 955 955 955 955 293 955 955 955 190 187 188
"5" 59 49 64 73 86 91 190 955 955 955 955 955 955 955 955 955 955 199 198 199
"6" 604 167 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 197 198
"7" 181 136 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 184 183 183
"8" 440 955 955 955 955 955 955 955 955 955 955 955 955 303 955 955 955 197 199 201
"9" 43 33 43 82 100 107 127 955 955 955 955 955 955 274 955 955 955 274 274 274
"10" 131 74 132 955 134 955 955 955 955 955 955 955 955 955 955 955 955 191 192 192
"11" 175 227 246 701 704 955 955 955 955 955 955 955 955 350 955 955 955 350 350 350
"12" 722 719 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 178 185 187
"13" 274 282 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 186 188 188
"14" 182 90 955 955 955 955 955 955 955 955 955 955 955 333 955 955 955 180 183 184
"15" 190 50 575 576 955 955 955 955 955 955 955 955 955 309 955 955 955 199 199 198
"16" 833 667 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 181 183 184
"17" 45 75 955 955 955 955 955 955 955 955 955 955 955 322 955 955 955 166 167 168
"18" 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 190 188 187
"19" 459 452 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955
"20" 118 45 121 130 189 188 197 955 955 955 955 955 955 955 955 955 955 955 955 955
"21" 248 243 275 281 316 955 955 955 955 955 955 955 955 955 955 955 955 187 189 192
"22" 836 84 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 183 183 183
"23" 65 49 62 70 77 95 133 955 955 955 955 955 955 337 955 955 955 192 191 194
"24" 858 648 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 164 168 169
"25" 955 150 955 955 955 955 955 955 955 955 955 955 955 350 955 955 955 189 194 195
"26" 40 41 109 112 125 130 955 955 955 955 955 955 955 955 955 955 955 169 169 171
"27" 149 138 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 190 188 190
"28" 225 131 955 955 955 955 955 955 955 955 955 955 955 331 955 955 955 182 188 190
"29" 131 91 141 955 850 955 955 955 955 955 955 955 955 955 955 955 955 189 188 188
"30" 333 82 108 385 177 171 168 955 955 955 955 955 955 321 955 955 955 176 177 177
"31" 72 34 77 84 89 100 955 955 955 955 955 955 955 955 955 955 955 955 201 201
"32" 196 758 781 955 955 955 955 955 955 955 955 955 955 341 955 955 955 196 192 196
"33" 955 158 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955
"34" 166 202 230 239 248 263 955 955 955 955 955 955 955 242 955 955 955 182 182 182
"35" 89 64 85 95 96 109 130 955 955 955 955 955 955 353 955 955 955 191 188 188
"36" 955 50 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 188 186 188
"37" 656 645 873 894 887 916 955 955 955 955 955 955 955 955 955 955 955 191 196 200
"38" 129 105 156 178 184 184 955 955 955 955 955 955 955 955 955 955 955 164 165 165
"39" 955 955 955 955 955 955 955 955 955 955 955 955 955 346 955 955 955 186 186 188
"40" 514 82 581 955 955 955 955 955 955 955 955 955 955 955 955 955 955 194 198 196
"41" 404 400 420 440 445 448 460 955 955 955 955 955 955 955 955 955 955 955 955 955
"42" 87 65 87 126 124 130 134 955 955 955 955 955 955 955 955 955 955 169 173 175
"43" 955 949 955 955 955 955 955 955 955 955 955 955 955 193 955 955 955 171 171 172
"44" 463 130 529 525 531 542 567 955 955 955 955 955 955 955 955 955 955 179 178 178
"45" 84 59 92 112 126 132 955 171 955 955 955 955 955 955 955 955 955 176 176 177
"46" 77 47 64 100 109 955 955 955 955 955 955 955 955 265 955 955 955 177 181 184
"47" 554 610 684 689 698 731 955 955 955 955 955 955 955 955 955 955 955 955 955 955
"48" 269 907 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 166 165 167
"49" 497 484 529 955 955 955 955 955 955 955 955 955 955 955 955 955 955 181 188 190
"50" 431 180 955 955 955 955 955 955 955 955 955 955 955 286 955 955 955 183 190 190
"51" 532 689 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955
"52" 217 281 307 325 955 509 504 955 955 955 955 955 955 324 955 955 955 196 196 196
"53" 108 70 89 95 955 955 269 955 955 955 955 955 955 955 955 955 955 200 955 955
"54" 157 138 955 153 955 955 955 955 955 955 955 955 955 303 955 955 955 180 181 184
"55" 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 185 190 198
"56" 654 571 955 955 955 955 955 955 955 955 955 955 955 299 955 955 955 178 176 175
"57" 86 61 78 87 955 955 955 955 955 955 955 955 955 955 955 955 955 179 185 188
"58" 87 77 102 108 143 955 955 955 955 955 955 955 955 327 955 955 955 195 192 195
"59" 132 315 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 188 192 192
"60" 955 174 955 955 955 955 955 955 955 955 955 955 955 353 955 955 955 176 178 181
"61" 283 102 339 955 955 955 955 955 955 955 955 955 955 196 955 955 955 161 167 168
"62" 466 452 505 955 955 955 955 955 955 955 955 955 955 955 955 955 955 189 196 199
"63" 107 62 97 107 124 134 139 955 955 955 955 955 955 321 955 955 955 165 166 168
"64" 618 586 955 955 955 955 955 955 955 955 955 955 955 315 955 955 955 187 184 186
"65" 282 218 955 955 955 955 955 955 955 955 955 955 955 246 955 955 955 177 181 186
"66" 947 62 85 955 955 955 955 955 955 955 955 955 955 955 955 955 955 194 197 198
"67" 673 683 704 714 738 955 955 955 955 955 955 955 955 955 955 955 955 203 955 955
"68" 143 242 955 955 955 955 955 955 955 955 955 955 955 290 955 955 955 170 179 183
"69" 111 85 108 118 116 137 143 955 955 955 955 955 955 352 955 955 955 176 178 179
"70" 485 538 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 198 197 198
"71" 197 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 177 179 180
"72" 406 410 427 435 458 471 955 955 955 955 955 955 955 955 955 955 955 174 173 174
"73" 119 125 955 955 955 955 955 955 955 955 955 955 955 332 955 955 955 184 186 185
"74" 118 50 107 118 122 126 143 955 955 955 955 955 955 955 955 955 955 182 182 183
"75" 654 250 955 955 955 955 955 955 955 955 955 955 955 321 955 955 955 193 196 197
"76" 77 100 436 454 467 955 955 955 955 955 955 955 955 955 955 955 955 199 199 199
"77" 303 295 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 167 167 167
"78" 160 69 143 154 160 167 184 955 955 955 955 955 955 955 955 955 955 193 194 197
"79" 77 86 739 955 955 195 955 955 955 955 955 955 955 955 955 955 955 192 198 192
"80" 955 65 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 202 955 955
"81" 87 52 69 79 85 94 147 955 955 955 955 955 955 955 955 955 955 196 199 199
"82" 99 67 110 129 145 130 169 955 955 955 955 955 955 955 955 955 955 196 198 199
"83" 95 95 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 174 182 186
"84" 109 62 78 86 112 176 955 955 955 955 955 955 955 353 955 955 955 189 187 188
"85" 68 59 78 88 101 191 955 955 955 955 955 955 955 955 955 955 955 191 196 192
"86" 189 162 873 955 187 169 184 955 955 955 955 955 955 955 955 955 955 162 161 160
"87" 134 110 135 141 142 157 170 955 955 955 955 955 955 955 955 955 955 955 955 955
"88" 188 526 551 563 955 955 955 955 955 955 955 955 955 955 955 955 955 172 175 174
"89" 887 72 91 98 112 955 955 955 955 955 955 955 955 955 955 955 955 194 195 196
"90" 484 49 615 955 955 955 955 955 955 955 955 955 955 341 955 955 955 190 191 191
"91" 170 144 202 224 228 955 955 955 955 955 955 955 955 352 955 955 955 193 193 198
"92" 955 290 955 955 955 955 955 955 955 955 955 955 955 349 955 955 955 349 349 349
"93" 941 955 955 955 955 955 955 955 955 955 955 955 955 275 955 955 955 187 185 187
"94" 99 51 90 123 128 128 130 955 955 955 955 955 955 955 955 955 955 955 955 955
"95" 955 955 955 955 955 955 955 955 955 955 955 955 955 355 955 955 955 194 194 193
"96" 955 66 955 955 955 955 955 955 955 955 955 955 955 311 955 955 955 311 311 311
"97" 124 53 668 673 669 685 705 955 955 955 955 955 955 955 955 955 955 171 172 172
"98" 176 178 302 955 955 955 955 955 955 955 955 955 955 302 955 955 955 198 200 201
"99" 225 940 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 169 170 170
"100" 607 60 191 955 955 955 955 955 955 955 955 955 955 315 955 955 955 315 315 315
"101" 426 907 955 955 955 955 903 955 955 955 955 955 955 955 955 955 955 199 955 955
"102" 955 90 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 191 188 187
"103" 171 161 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 185 182 185
"104" 697 53 955 955 955 955 955 955 955 955 955 955 955 955 955 955 955 199 201 201
"105" 244 69 303 310 317 197 196 955 955 955 955 955 955 332 955 955 955 164 163 163
"106" 279 278 359 363 370 368 955 955 955 955 955 955 955 955 955 955 955 955 955 955
"107" 89 45 93 955 98 955 291 955 955 955 955 955 955 331 955 955 955 183 184 185
"108" 58 48 955 955 195 955 955 955 955 955 955 955 955 306 955 955 955 182 183 187
"109" 584 955 955 955 955 955 955 955 955 955 955 955 955 355 955 955 955 199 355 355
